x,y,dbmsnr,hzbnr01,region,land_height,mp_height,bottom_line,t_measuring_depth,date,day,month,year,gw-level,yr_max,yr_max_dist,yr_min,yr_min_dist,yr_avg,yr_avg_dist,yr_avg_abs(dist),temp
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1976,1,8,1976,114.18,115.45,1.27,114.09,0.09,1.36,112.82000000000001,112.82000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1976,1,9,1976,114.12,115.45,1.33,114.09,0.03,1.36,112.76,112.76,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1976,1,10,1976,114.17,115.45,1.28,114.09,0.08,1.36,112.81,112.81,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1976,1,11,1976,114.24,115.45,1.21,114.09,0.15,1.36,112.88,112.88,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1976,1,12,1976,114.56,115.45,0.89,114.09,0.47,1.36,113.2,113.2,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1977,1,1,1977,114.78,115.68,0.9,114.27,0.51,1.41,113.37,113.37,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1977,1,2,1977,115.39,115.68,0.29,114.27,1.12,1.41,113.98,113.98,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1977,1,3,1977,115.6,115.68,0.08,114.27,1.33,1.41,114.19,114.19,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1977,1,4,1977,115.49,115.68,0.19,114.27,1.22,1.41,114.08,114.08,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1977,1,5,1977,115.28,115.68,0.4,114.27,1.01,1.41,113.87,113.87,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1977,1,6,1977,114.91,115.68,0.77,114.27,0.64,1.41,113.5,113.5,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1977,1,7,1977,114.55,115.68,1.13,114.27,0.28,1.41,113.14,113.14,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1977,1,8,1977,114.44,115.68,1.24,114.27,0.17,1.41,113.03,113.03,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1977,1,9,1977,114.31,115.68,1.37,114.27,0.04,1.41,112.9,112.9,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1977,1,10,1977,114.27,115.68,1.41,114.27,0.0,1.41,112.86,112.86,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1977,1,11,1977,114.33,115.68,1.35,114.27,0.06,1.41,112.92,112.92,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1977,1,12,1977,114.37,115.68,1.31,114.27,0.1,1.41,112.96000000000001,112.96000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1978,1,1,1978,114.41,114.87,0.46,114.02,0.39,0.85,113.56,113.56,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1978,1,2,1978,114.45,114.87,0.42,114.02,0.43,0.85,113.60000000000001,113.60000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1978,1,3,1978,114.54,114.87,0.33,114.02,0.52,0.85,113.69000000000001,113.69000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1978,1,4,1978,114.61,114.87,0.26,114.02,0.59,0.85,113.76,113.76,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1978,1,5,1978,114.8,114.87,0.07,114.02,0.78,0.85,113.95,113.95,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1978,1,6,1978,114.79,114.87,0.08,114.02,0.77,0.85,113.94000000000001,113.94000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1978,1,7,1978,114.56,114.87,0.31,114.02,0.54,0.85,113.71000000000001,113.71000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1978,1,8,1978,114.25,114.87,0.62,114.02,0.23,0.85,113.4,113.4,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1978,1,9,1978,114.06,114.87,0.81,114.02,0.04,0.85,113.21000000000001,113.21000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1978,1,10,1978,114.08,114.87,0.79,114.02,0.06,0.85,113.23,113.23,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1978,1,11,1978,114.14,114.87,0.73,114.02,0.12,0.85,113.29,113.29,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1978,1,12,1978,114.21,114.87,0.66,114.02,0.19,0.85,113.36,113.36,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1979,1,1,1979,114.29,115.26,0.97,114.25,0.04,1.01,113.28,113.28,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1979,1,2,1979,114.53,115.26,0.73,114.25,0.28,1.01,113.52,113.52,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1979,1,3,1979,114.83,115.26,0.43,114.25,0.58,1.01,113.82,113.82,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1979,1,4,1979,114.98,115.26,0.28,114.25,0.73,1.01,113.97,113.97,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1979,1,5,1979,115.21,115.26,0.05,114.25,0.96,1.01,114.19999999999999,114.19999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1979,1,6,1979,114.94,115.26,0.32,114.25,0.69,1.01,113.92999999999999,113.92999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1979,1,7,1979,114.81,115.26,0.45,114.25,0.56,1.01,113.8,113.8,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1979,1,8,1979,114.68,115.26,0.58,114.25,0.43,1.01,113.67,113.67,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1979,1,9,1979,114.49,115.26,0.77,114.25,0.24,1.01,113.47999999999999,113.47999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1979,1,10,1979,114.45,115.26,0.81,114.25,0.2,1.01,113.44,113.44,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1979,1,11,1979,114.57,115.26,0.69,114.25,0.32,1.01,113.55999999999999,113.55999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1979,1,12,1979,114.75,115.26,0.51,114.25,0.5,1.01,113.74,113.74,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1980,1,1,1980,114.93,115.18,0.25,114.23,0.7,0.95,113.98,113.98,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1980,1,2,1980,115.13,115.18,0.05,114.23,0.9,0.95,114.17999999999999,114.17999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1980,1,3,1980,115.14,115.18,0.04,114.23,0.91,0.95,114.19,114.19,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1980,1,4,1980,115.09,115.18,0.09,114.23,0.86,0.95,114.14,114.14,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1980,1,5,1980,115.11,115.18,0.07,114.23,0.88,0.95,114.16,114.16,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1980,1,6,1980,114.95,115.18,0.23,114.23,0.72,0.95,114.0,114.0,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1980,1,7,1980,114.76,115.18,0.42,114.23,0.53,0.95,113.81,113.81,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1980,1,8,1980,114.46,115.18,0.72,114.23,0.23,0.95,113.50999999999999,113.50999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1980,1,9,1980,114.28,115.18,0.9,114.23,0.05,0.95,113.33,113.33,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1980,1,10,1980,114.25,115.18,0.93,114.23,0.02,0.95,113.3,113.3,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1980,1,11,1980,114.51,115.18,0.67,114.23,0.28,0.95,113.56,113.56,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1980,1,12,1980,114.93,115.18,0.25,114.23,0.7,0.95,113.98,113.98,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1981,1,1,1981,115.2,115.24,0.04,114.11,1.09,1.13,114.07000000000001,114.07000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1981,1,2,1981,115.13,115.24,0.11,114.11,1.02,1.13,114.0,114.0,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1981,1,3,1981,115.02,115.24,0.22,114.11,0.91,1.13,113.89,113.89,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1981,1,4,1981,114.98,115.24,0.26,114.11,0.87,1.13,113.85000000000001,113.85000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1981,1,5,1981,114.84,115.24,0.4,114.11,0.73,1.13,113.71000000000001,113.71000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1981,1,6,1981,114.72,115.24,0.52,114.11,0.61,1.13,113.59,113.59,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1981,1,7,1981,114.52,115.24,0.72,114.11,0.41,1.13,113.39,113.39,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1981,1,8,1981,114.27,115.24,0.97,114.11,0.16,1.13,113.14,113.14,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1981,1,9,1981,114.18,115.24,1.06,114.11,0.07,1.13,113.05000000000001,113.05000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1981,1,10,1981,114.38,115.24,0.86,114.11,0.27,1.13,113.25,113.25,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1981,1,11,1981,114.44,115.24,0.8,114.11,0.33,1.13,113.31,113.31,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1981,1,12,1981,114.54,115.24,0.7,114.11,0.43,1.13,113.41000000000001,113.41000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1982,1,1,1982,114.96,115.4,0.44,114.59,0.37,0.81,114.14999999999999,114.14999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1982,1,2,1982,115.14,115.4,0.26,114.59,0.55,0.81,114.33,114.33,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1982,1,3,1982,115.14,115.4,0.26,114.59,0.55,0.81,114.33,114.33,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1982,1,4,1982,115.04,115.4,0.36,114.59,0.45,0.81,114.23,114.23,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1982,1,5,1982,114.91,115.4,0.49,114.59,0.32,0.81,114.1,114.1,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1982,1,6,1982,114.71,115.4,0.69,114.59,0.12,0.81,113.89999999999999,113.89999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1982,1,7,1982,114.63,115.4,0.77,114.59,0.04,0.81,113.82,113.82,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1982,1,8,1982,114.73,115.4,0.67,114.59,0.14,0.81,113.92,113.92,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1982,1,9,1982,114.72,115.4,0.68,114.59,0.13,0.81,113.91,113.91,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1982,1,10,1982,114.87,115.4,0.53,114.59,0.28,0.81,114.06,114.06,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1982,1,11,1982,114.94,115.4,0.46,114.59,0.35,0.81,114.13,114.13,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1982,1,12,1982,115.05,115.4,0.35,114.59,0.46,0.81,114.24,114.24,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1983,1,1,1983,115.5,115.77,0.27,114.22,1.28,1.55,113.95,113.95,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1983,1,2,1983,115.5,115.77,0.27,114.22,1.28,1.55,113.95,113.95,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1983,1,3,1983,115.7,115.77,0.07,114.22,1.48,1.55,114.15,114.15,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1983,1,4,1983,115.54,115.77,0.23,114.22,1.32,1.55,113.99000000000001,113.99000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1983,1,5,1983,115.34,115.77,0.43,114.22,1.12,1.55,113.79,113.79,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1983,1,6,1983,115.01,115.77,0.76,114.22,0.79,1.55,113.46000000000001,113.46000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1983,1,7,1983,114.54,115.77,1.23,114.22,0.32,1.55,112.99000000000001,112.99000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1983,1,8,1983,114.41,115.77,1.36,114.22,0.19,1.55,112.86,112.86,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1983,1,9,1983,114.26,115.77,1.51,114.22,0.04,1.55,112.71000000000001,112.71000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1983,1,10,1983,114.27,115.77,1.5,114.22,0.05,1.55,112.72,112.72,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1983,1,11,1983,114.31,115.77,1.46,114.22,0.09,1.55,112.76,112.76,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1983,1,12,1983,114.37,115.77,1.4,114.22,0.15,1.55,112.82000000000001,112.82000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1984,1,1,1984,114.42,114.94,0.52,114.14,0.28,0.8,113.62,113.62,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1984,1,2,1984,114.5,114.94,0.44,114.14,0.36,0.8,113.7,113.7,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1984,1,3,1984,114.65,114.94,0.29,114.14,0.51,0.8,113.85000000000001,113.85000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1984,1,4,1984,114.74,114.94,0.2,114.14,0.6,0.8,113.94,113.94,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1984,1,5,1984,114.83,114.94,0.11,114.14,0.69,0.8,114.03,114.03,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1984,1,6,1984,114.81,114.94,0.13,114.14,0.67,0.8,114.01,114.01,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1984,1,7,1984,114.55,114.94,0.39,114.14,0.41,0.8,113.75,113.75,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1984,1,8,1984,114.29,114.94,0.65,114.14,0.15,0.8,113.49000000000001,113.49000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1984,1,9,1984,114.18,114.94,0.76,114.14,0.04,0.8,113.38000000000001,113.38000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1984,1,10,1984,114.24,114.94,0.7,114.14,0.1,0.8,113.44,113.44,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1984,1,11,1984,114.33,114.94,0.61,114.14,0.19,0.8,113.53,113.53,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1984,1,12,1984,114.48,114.94,0.46,114.14,0.34,0.8,113.68,113.68,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1985,1,1,1985,114.54,115.17,0.63,114.35,0.19,0.82,113.72000000000001,113.72000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1985,1,2,1985,114.67,115.17,0.5,114.35,0.32,0.82,113.85000000000001,113.85000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1985,1,3,1985,114.9,115.17,0.27,114.35,0.55,0.82,114.08000000000001,114.08000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1985,1,4,1985,115.13,115.17,0.04,114.35,0.78,0.82,114.31,114.31,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1985,1,5,1985,115.1,115.17,0.07,114.35,0.75,0.82,114.28,114.28,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1985,1,6,1985,115.0,115.17,0.17,114.35,0.65,0.82,114.18,114.18,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1985,1,7,1985,114.79,115.17,0.38,114.35,0.44,0.82,113.97000000000001,113.97000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1985,1,8,1985,114.59,115.17,0.58,114.35,0.24,0.82,113.77000000000001,113.77000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1985,1,9,1985,114.47,115.17,0.7,114.35,0.12,0.82,113.65,113.65,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1985,1,10,1985,114.37,115.17,0.8,114.35,0.02,0.82,113.55000000000001,113.55000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1985,1,11,1985,114.46,115.17,0.71,114.35,0.11,0.82,113.64,113.64,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1985,1,12,1985,114.84,115.17,0.33,114.35,0.49,0.82,114.02000000000001,114.02000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1986,1,1,1986,115.32,115.69,0.37,114.26,1.06,1.43,113.88999999999999,113.88999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1986,1,2,1986,115.49,115.69,0.2,114.26,1.23,1.43,114.05999999999999,114.05999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1986,1,3,1986,115.56,115.69,0.13,114.26,1.3,1.43,114.13,114.13,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1986,1,4,1986,115.51,115.69,0.18,114.26,1.25,1.43,114.08,114.08,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1986,1,5,1986,115.31,115.69,0.38,114.26,1.05,1.43,113.88,113.88,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1986,1,6,1986,115.15,115.69,0.54,114.26,0.89,1.43,113.72,113.72,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1986,1,7,1986,114.76,115.69,0.93,114.26,0.5,1.43,113.33,113.33,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1986,1,8,1986,114.36,115.69,1.33,114.26,0.1,1.43,112.92999999999999,112.92999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1986,1,9,1986,114.29,115.69,1.4,114.26,0.03,1.43,112.86,112.86,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1986,1,10,1986,114.29,115.69,1.4,114.26,0.03,1.43,112.86,112.86,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1986,1,11,1986,114.35,115.69,1.34,114.26,0.09,1.43,112.91999999999999,112.91999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1986,1,12,1986,114.42,115.69,1.27,114.26,0.16,1.43,112.99,112.99,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1987,1,1,1987,114.49,115.45,0.96,114.45,0.04,1.0,113.49,113.49,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1987,1,2,1987,114.89,115.45,0.56,114.45,0.44,1.0,113.89,113.89,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1987,1,3,1987,115.42,115.45,0.03,114.45,0.97,1.0,114.42,114.42,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1987,1,4,1987,115.36,115.45,0.09,114.45,0.91,1.0,114.36,114.36,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1987,1,5,1987,115.33,115.45,0.12,114.45,0.88,1.0,114.33,114.33,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1987,1,6,1987,115.29,115.45,0.16,114.45,0.84,1.0,114.29,114.29,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1987,1,7,1987,114.95,115.45,0.5,114.45,0.5,1.0,113.95,113.95,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1987,1,8,1987,114.81,115.45,0.64,114.45,0.36,1.0,113.81,113.81,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1987,1,9,1987,114.67,115.45,0.78,114.45,0.22,1.0,113.67,113.67,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1987,1,10,1987,114.59,115.45,0.86,114.45,0.14,1.0,113.59,113.59,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1987,1,11,1987,114.62,115.45,0.83,114.45,0.17,1.0,113.62,113.62,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1987,1,12,1987,114.69,115.45,0.76,114.45,0.24,1.0,113.69,113.69,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1988,1,1,1988,114.76,115.34,0.58,114.21,0.55,1.13,113.63000000000001,113.63000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1988,1,2,1988,114.82,115.34,0.52,114.21,0.61,1.13,113.69,113.69,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1988,1,3,1988,115.17,115.34,0.17,114.21,0.96,1.13,114.04,114.04,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1988,1,4,1988,115.29,115.34,0.05,114.21,1.08,1.13,114.16000000000001,114.16000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1988,1,5,1988,115.08,115.34,0.26,114.21,0.87,1.13,113.95,113.95,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1988,1,6,1988,114.92,115.34,0.42,114.21,0.71,1.13,113.79,113.79,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1988,1,7,1988,114.56,115.34,0.78,114.21,0.35,1.13,113.43,113.43,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1988,1,8,1988,114.26,115.34,1.08,114.21,0.05,1.13,113.13000000000001,113.13000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1988,1,9,1988,114.31,115.34,1.03,114.21,0.1,1.13,113.18,113.18,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1988,1,10,1988,114.36,115.34,0.98,114.21,0.15,1.13,113.23,113.23,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1988,1,11,1988,114.41,115.34,0.93,114.21,0.2,1.13,113.28,113.28,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1988,1,12,1988,114.54,115.34,0.8,114.21,0.33,1.13,113.41000000000001,113.41000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1989,1,1,1989,114.76,114.93,0.17,114.13,0.63,0.8,113.96000000000001,113.96000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1989,1,2,1989,114.83,114.93,0.1,114.13,0.7,0.8,114.03,114.03,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1989,1,3,1989,114.84,114.93,0.09,114.13,0.71,0.8,114.04,114.04,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1989,1,4,1989,114.83,114.93,0.1,114.13,0.7,0.8,114.03,114.03,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1989,1,5,1989,114.84,114.93,0.09,114.13,0.71,0.8,114.04,114.04,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1989,1,6,1989,114.71,114.93,0.22,114.13,0.58,0.8,113.91,113.91,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1989,1,7,1989,114.43,114.93,0.5,114.13,0.3,0.8,113.63000000000001,113.63000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1989,1,8,1989,114.19,114.93,0.74,114.13,0.06,0.8,113.39,113.39,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1989,1,9,1989,114.18,114.93,0.75,114.13,0.05,0.8,113.38000000000001,113.38000000000001,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1989,1,10,1989,114.19,114.93,0.74,114.13,0.06,0.8,113.39,113.39,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1989,1,11,1989,114.25,114.93,0.68,114.13,0.12,0.8,113.45,113.45,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1989,1,12,1989,114.3,114.93,0.63,114.13,0.17,0.8,113.5,113.5,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1990,1,1,1990,114.33,114.45,0.12,113.58,0.75,0.87,113.46,113.46,
